seed,A_avg_resp,A_avg_wait,A_avg_serv,A_utilization,A_avg_num_job,A_throughput,B_avg_resp,B_avg_wait,B_avg_serv,B_utilization,B_avg_num_job,B_throughput,P_avg_resp,P_avg_wait,P_avg_serv,P_utilization,P_avg_num_job,P_throughput,A1_avg_resp,A1_avg_wait,A1_avg_serv,A2_avg_resp,A2_avg_wait,A2_avg_serv,A3_avg_resp,A3_avg_wait,A3_avg_serv,total_completed,system_avg_response_time,system_avg_service_time,system_utilization,system_avg_wait,system_avg_num_job,system_throughput,job_arrived,completions_A1,completions_A2,completions_A3,completions_B,completions_P,horizon
123456789,0.4807763036431518,0.2307917960219544,0.2499845076211974,0.4834363992310989,1.8223199492137123,3.7903697320454857,3.0389002714361957,2.238502908394188,0.8003973630420078,0.5153981733479924,3.835385282827485,1.2620964626176652,154.38689691880015,153.68621738443818,0.7006795343619725,0.8852781663031151,195.06114036848217,1.2634565773484951,0.39077295865328554,0.19083185230523822,0.19994110634804735,0.7653461651509645,0.36558669629291124,0.3997594688580533,0.2862097871252002,0.13595683946770934,0.15025294765749087,126335,158.86485471606338,2.2501687901462786,1.0101786805838253,156.6146859259171,200.71884560052337,1.2634565773484951,126335,126335,126335,126335,126199,126335,99991.5646211824
2023547905,0.5103419375130938,0.2598230779143284,0.2505188595987654,0.5040151443756501,1.930292251948705,3.782350831983467,4.098043290994851,3.3001329567931608,0.7979103342016899,0.5127847714281125,5.161951244798984,1.25961364442928,129.22583543919902,128.52778753125355,0.6980479079454704,0.8800873617939563,162.9258153957377,1.2607836106611556,0.4176564961331155,0.216933686728663,0.2007228094044525,0.8125118157791407,0.4117772687733056,0.40073454700583505,0.30085750062709826,0.15075827824108626,0.150099222386012,126082,134.8511016916914,2.246774386074866,1.0050587439915752,132.60432730561655,170.01805889248536,1.2607836106611556,126082,126082,126082,126082,125965,126082,100002.88624776977
1158754449,0.5366573176528265,0.2870503425222252,0.2496069751306013,0.4900066461146131,2.022758618888563,3.76918110002764,4.131534059547769,3.3306115830183547,0.8009224765294138,0.5132086372109916,5.188850284736261,1.2559137138770735,109.2229795186412,108.52580845367628,0.6971710649649073,0.8759213338506235,137.22706336345612,1.2563937000092134,0.4325055811231475,0.23279979750859003,0.1997057836145575,0.8615080350954526,0.46297521510069456,0.39853281999475804,0.31595833673989726,0.165376014957401,0.15058232178249623,125643,114.9629071413059,2.246608486617639,1.0058895220256794,112.71629865468827,144.43867226708096,1.2563937000092134,125643,125643,125643,125643,125595,125643,100002.889221013
796828689,0.5084420309707289,0.258220533898383,0.2502214970723459,0.4920025446056186,1.9194873065985256,3.7752333396469946,3.3283939717261544,2.5279361731818137,0.8004577985443405,0.5135636491752104,4.185492382151243,1.257511105267561,130.0747946753326,129.37722785193577,0.6975668233968537,0.8778258427731498,163.68756716868435,1.2584111132156648,0.40722646749437713,0.20851811460476793,0.1987083528896092,0.8162399735103013,0.4141632234691003,0.4020767500412011,0.30185965190748526,0.15198026362125433,0.14987938828623093,125840,134.92613429291552,2.2481166306258973,1.0065845709675323,132.67801766228962,169.7925468574341,1.2584111132156648,125840,125840,125840,125840,125750,125840,99999.11688513013
2024184675,0.5436689807568078,0.29371375716843556,0.24995522358837224,0.5048604095561812,2.0644389702486463,3.797235162055538,1.6915409226839448,0.8966732568845294,0.7948676657994154,0.5129186006517433,2.139401879123279,1.2647650733324969,202.40296358264564,201.70274421272157,0.700219369924062,0.8862992042093407,256.19055007342286,1.2657450540185127,0.44464517799403946,0.2441776988517357,0.20046747914230378,0.8641903412001841,0.4647983794596412,0.3993919617405429,0.3221714230761919,0.17216519319392704,0.15000622988226484,126577,205.72420180200544,2.244337294279043,1.0053208616244282,203.4798645077264,260.3943909227948,1.2657450540185127,126577,126577,126577,126577,126479,126577,100001.97085356235
1199448532,0.5245550673942941,0.2740437198387845,0.2505113475555096,0.49115602070108316,1.9746255860786492,3.7643818710731773,2.034285742707607,1.2327419820730923,0.8015437606345148,0.5126990620753594,2.5503717889357147,1.2536939798541793,130.34001099273613,129.63980040705337,0.7002105856827514,0.878620011559227,163.54985815217816,1.2547939570243924,0.4230489696299117,0.22322930536426513,0.19981966426564657,0.841212542304008,0.4392517075859532,0.4019608347180547,0.30940369024893555,0.1596501465661037,0.14975354368283184,125482,133.94617864255883,2.2525857398893447,1.0048905872971705,131.69359290266948,168.07485552719254,1.2547939570243924,125482,125482,125482,125482,125372,125482,100002.0754782458
132298197,0.442512671523934,0.19281044472037195,0.249702226803562,0.48147693260041613,1.6723840735161093,3.7792908116206476,2.813907196291717,2.0106465380042495,0.8032606582874677,0.5160418134879444,3.5431978845799357,1.2591736817935246,165.65906559850046,164.9576081746843,0.7014574238161477,0.8836705321904859,208.69126149269164,1.2597636038735491,0.3585846104971644,0.15974615197047926,0.19883845852668514,0.7065748825680881,0.3059519005915311,0.400622981976557,0.26237852150655505,0.11273328159910533,0.1496452399074497,125993,169.79919311294768,2.2534486116262444,1.0114446805357211,167.54574450132142,213.90684345078768,1.2597636038735491,125993,125993,125993,125993,125934,125993,100013.20851991113
1577184901,0.4830123688635727,0.23384776662603576,0.24916460223753692,0.49113820417126175,1.828005150410457,3.784592834985513,4.202855344462128,3.403311082195374,0.7995442622667535,0.5249005381717968,5.297619212880847,1.2604809775005057,235.14719459274446,234.44630964691964,0.7008849458248,0.8841880480392492,296.6454626075483,1.261530944995171,0.39695399833715456,0.19698782438716284,0.19996617394999172,0.7666854612299454,0.3687961738812595,0.39788928734868584,0.2853976470236146,0.1357593016096806,0.14963834541393398,126157,240.79558902298857,2.2472575571003666,1.0078103332569182,238.5483314658882,303.7710869708396,1.261530944995171,126157,126157,126157,126157,126052,126157,100003.09584199927
1409490210,0.6160760989195413,0.3681368639868796,0.24793923493266168,0.49001713852495515,2.337771973473829,3.7946155963098627,2.3004881546839906,1.4977437833704876,0.8027443713135031,0.5177828597436397,2.9083504755983323,1.2642318847313696,142.58410434934427,141.88527730385022,0.6988270454940579,0.8839266686516315,180.3506220499649,1.264871865436621,0.36503162536894684,0.17023853530676605,0.1947930900621808,1.0960812204551258,0.6975172820677442,0.3985639383873817,0.3871154509345355,0.23665477458612327,0.15046067634841218,126491,146.7316568346399,2.2449829611691197,1.0148550295031684,144.48667387347078,185.59674449903707,1.264871865436621,126491,126491,126491,126491,126427,126491,100003.01489537566
1826831251,0.4260064216945383,0.17559128535765176,0.25041513633688656,0.4846749593601013,1.6160787353875954,3.793554869335705,2.037631994270071,1.2353145715648166,0.8023174227052542,0.5172440011205217,2.57472798934238,1.2635883204536695,197.60326078915134,196.90316856004156,0.7000922291097463,0.885279428241122,249.8729373877661,1.2645182897785683,0.34691479257615915,0.14598750457831222,0.20092728799784693,0.6792819706028477,0.27939917602773173,0.39988279457511594,0.25182250190459693,0.10138717546690118,0.15043532643769578,126456,200.91741350533218,2.2530650095800757,1.0137989246268488,198.6643484957521,254.06374411249607,1.2645182897785683,126456,126456,126456,126456,126363,126456,100003.2985067728
