seed,A_avg_resp,A_avg_wait,A_avg_serv,A_utilization,A_avg_num_job,B_avg_resp,B_avg_wait,B_avg_serv,B_utilization,B_avg_num_job,A1_avg_resp,A1_avg_wait,A1_avg_serv,A2_avg_resp,A2_avg_wait,A2_avg_serv,A3_avg_resp,A3_avg_wait,A3_avg_serv,total_completed,system_avg_response_time,system_avg_service_time,system_utilization,system_avg_wait,system_throughput,job_arrived,completions_A1,completions_A2,completions_A3,completions_B,completions_P,horizon
123456789,42.612238386685085,42.37890505335178,0.23333333333330603,0.8534975351173417,155.86903040945379,3043.615642610229,3042.815642610229,0.8000000000000089,0.9754257544199443,3711.0263554467406,20.30772624251969,20.107726242519796,0.19999999999989235,86.57851863502802,86.17851863502803,0.39999999999998354,20.950470282542934,20.850470282542883,0.1000000000000519,102145,3171.8523577702845,1.9000000000006958,2.31663616674819,3169.952357770284,1.2192821930249167,102145,102145,102145,102145,102145,102145,83774.70005248622
1261112113,48.30156411426467,48.06823078093137,0.2333333333333013,0.8530483217392552,176.58672087882928,2775.2134507594556,2774.4134507594554,0.8000000000000104,0.9749123677021523,3381.9873951984073,25.104125930474776,24.90412593047489,0.1999999999998863,96.38828714044216,95.9882871404422,0.39999999999996616,23.41227927191764,23.312279271917596,0.10000000000004636,101939,2920.5181431022506,1.9000000000006816,2.315416873293412,2918.61814310225,1.2186404596276745,101939,101939,101939,101939,101939,101939,83649.77479177488
93071921,42.46533086122355,42.23199752789024,0.2333333333333027,0.851900492874637,155.0410126747098,2986.9265051589164,2986.1265051589166,0.8000000000000109,0.9736005632854405,3635.091659893617,20.53528024219123,20.335280242191345,0.19999999999988718,86.03893764567479,85.63893764567482,0.39999999999998276,20.821774695842137,20.721774695842093,0.10000000000004382,101944,3114.7224977425876,1.900000000000686,2.3123013378037247,3112.822497742587,1.217000704106784,101944,101944,101944,101944,101944,101944,83766.59081296231
1072515376,43.86083929009708,43.627505956763784,0.23333333333330222,0.8535768696799102,160.45113386905575,2974.9740842036467,2974.174084203647,0.8000000000000075,0.9755164224914651,3627.6700945339207,21.121047315153078,20.9210473151532,0.19999999999987786,88.95387868920454,88.55387868920457,0.39999999999996677,21.507591865973396,21.407591865973338,0.10000000000005534,102263,3106.9566020739385,1.9000000000006834,2.3168515034180412,3105.056602073938,1.2193955281143198,102263,102263,102263,102263,102263,102263,83863.68298245285
2051958831,45.15762322960739,44.924289896274075,0.2333333333333049,0.8510778863697716,164.71137656460616,2968.3994113480685,2967.5994113480683,0.8000000000000114,0.9726604415655856,3609.055852730994,21.962771367389365,21.762771367389483,0.1999999999998838,91.38219851210096,90.98219851210098,0.39999999999997804,22.127899809375688,22.02789980937563,0.10000000000005668,101928,3104.2722810368914,1.9000000000006934,2.310068548719076,3102.372281036891,1.2158255519569647,101928,101928,101928,101928,101928,101928,83834.39535049995
883918639,43.51301146248754,43.27967812915424,0.23333333333330386,0.8530866008766312,159.08728732476035,3019.075125094114,3018.275125094114,0.8000000000000108,0.974956115287715,3679.332194654362,21.233185955540723,21.033185955540844,0.19999999999988308,87.9968215896557,87.59682158965573,0.3999999999999723,21.309026842307738,21.20902684230769,0.10000000000004795,102015,3150.0141594815773,1.90000000000069,2.3155207738091326,3148.1141594815767,1.2186951441096272,102015,102015,102015,102015,102015,102015,83708.38309570165
1863362094,34.115968129405616,33.88263479607231,0.23333333333330092,0.8483940216005316,124.04478600902578,2760.4561412489793,2759.6561412489796,0.8000000000000154,0.9695931675436181,3345.6492673234743,15.006262412117431,14.806262412117547,0.19999999999988397,70.47245685148023,70.07245685148027,0.39999999999995767,16.869185124626807,16.769185124626762,0.10000000000004694,101668,2863.204045637197,1.9000000000006838,2.3027837729168774,2861.3040456371964,1.2119914594294994,101668,101668,101668,101668,101668,101668,83885.07955976563
695321902,52.24637297416455,52.013039640831245,0.23333333333330286,0.8532400115325866,191.05155376721916,3086.3981721570976,3085.598172157098,0.8000000000000107,0.9751314417516679,3762.054874294029,26.261203667633914,26.061203667634032,0.19999999999988388,104.9216066188564,104.52160661885642,0.3999999999999813,25.556308636040193,25.45630863604015,0.1000000000000441,101979,3243.5372910795923,1.9000000000006867,2.3159371741610175,3241.6372910795917,1.2189143021895688,101979,101979,101979,101979,101979,101979,83663.79803470381
1674765357,44.442316540604956,44.20898320727165,0.23333333333330564,0.8557231969154695,162.9870908076867,2980.3398829515922,2979.539882951592,0.8000000000000079,0.9779693679035194,3643.3513893347363,22.55866008659295,22.358660086593062,0.19999999999988907,89.14702604187255,88.74702604187257,0.39999999999997865,21.621263493392725,21.521263493392677,0.10000000000004926,102207,3114.066832573408,1.9000000000006938,2.322677248771684,3112.1668325734076,1.2224617098793873,102207,102207,102207,102207,102207,102207,83607.52666035171
506725165,46.60345261929087,46.370119285957564,0.233333333333304,0.8506488104861999,169.8993065792346,3112.594917551753,3111.794917551753,0.8000000000000125,0.9721700691272229,3782.4645202016045,22.093489419598907,21.89348941959903,0.19999999999987528,94.82059598401595,94.42059598401597,0.3999999999999761,22.896272454300597,22.796272454300546,0.10000000000005045,102232,3252.805275409626,1.9000000000006934,2.3089039141779613,3250.9052754096256,1.2152125864090098,102232,102232,102232,102232,102232,102232,84126.8442603106
